INFO 2026-01-03 19:32:57,142 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:17 davie@DAVIEPC
ERROR 2026-01-03 19:32:57,962 NE_RS_UNBLDRE: Unable to load application resource file /favicon.ico api\debug\debug.cpp:20 davie@DAVIEPC
ERROR 2026-01-03 19:32:58,042 NE_RS_UNBLDRE: Unable to load application resource file /.well-known/appspecific/com.chrome.devtools.json api\debug\debug.cpp:20 davie@DAVIEPC
INFO 2026-01-03 19:33:34,991 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:17 davie@DAVIEPC
ERROR 2026-01-03 19:33:35,837 NE_RS_UNBLDRE: Unable to load application resource file /.well-known/appspecific/com.chrome.devtools.json api\debug\debug.cpp:20 davie@DAVIEPC
ERROR 2026-01-03 19:33:36,133 NE_RS_UNBLDRE: Unable to load application resource file /favicon.ico api\debug\debug.cpp:20 davie@DAVIEPC
INFO 2026-01-03 19:34:06,157 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:17 davie@DAVIEPC
ERROR 2026-01-03 19:34:07,236 NE_RS_UNBLDRE: Unable to load application resource file /favicon.ico api\debug\debug.cpp:20 davie@DAVIEPC
ERROR 2026-01-03 19:34:07,265 NE_RS_UNBLDRE: Unable to load application resource file /.well-known/appspecific/com.chrome.devtools.json api\debug\debug.cpp:20 davie@DAVIEPC
INFO 2026-01-03 19:35:14,906 Auth info was exported to ./.tmp/auth_info.json api\debug\debug.cpp:17 davie@DAVIEPC
ERROR 2026-01-03 19:35:15,764 NE_RS_UNBLDRE: Unable to load application resource file /favicon.ico api\debug\debug.cpp:20 davie@DAVIEPC
ERROR 2026-01-03 19:35:16,111 NE_RS_UNBLDRE: Unable to load application resource file /.well-known/appspecific/com.chrome.devtools.json api\debug\debug.cpp:20 davie@DAVIEPC
